date,year,month,country,hs_code,commodity,critical,import_value_usd_m,export_value_usd_m,import_volume_teu,export_volume_teu
2021-11-01,2021,11,Brazil,1005,Maize (Corn),False,405.72,503.0,425.3,639.0
2021-11-01,2021,11,France,1005,Maize (Corn),False,958.01,1191.4,933.4,1247.8
2021-11-01,2021,11,Italy,1005,Maize (Corn),False,777.19,551.26,791.7,770.1
2021-11-01,2021,11,Netherlands,1005,Maize (Corn),False,901.34,919.76,1069.1,1192.7
2021-11-01,2021,11,Thailand,1005,Maize (Corn),False,594.07,538.78,580.3,438.4
2021-11-01,2021,11,Malaysia,1005,Maize (Corn),False,347.62,397.3,372.1,357.1
2021-11-01,2021,11,Singapore,1005,Maize (Corn),False,598.06,513.73,778.7,463.9
2021-11-01,2021,11,Australia,1005,Maize (Corn),False,191.26,206.18,260.4,179.4
2021-11-01,2021,11,Saudi Arabia,1005,Maize (Corn),False,1005.03,946.05,1266.4,787.4
2021-11-01,2021,11,Switzerland,1005,Maize (Corn),False,711.22,683.03,699.9,723.3
2021-11-01,2021,11,China,1201,Soya Beans,False,1379.57,603.8,1467.4,560.5
2021-11-01,2021,11,Mexico,1201,Soya Beans,False,965.53,1234.83,946.0,1117.7
2021-11-01,2021,11,Canada,1201,Soya Beans,False,1359.53,1128.38,1801.0,1241.2
2021-11-01,2021,11,Japan,1201,Soya Beans,False,1077.98,469.89,1009.5,613.5
2021-11-01,2021,11,Germany,1201,Soya Beans,False,356.49,323.22,353.4,438.8
2021-11-01,2021,11,South Korea,1201,Soya Beans,False,1575.01,1813.55,2106.6,1976.8
2021-11-01,2021,11,Vietnam,1201,Soya Beans,False,1497.43,972.02,1789.5,828.9
2021-11-01,2021,11,India,1201,Soya Beans,False,1365.46,813.27,1143.8,652.4
2021-11-01,2021,11,Taiwan,1201,Soya Beans,False,373.84,347.89,401.2,341.3
2021-11-01,2021,11,United Kingdom,1201,Soya Beans,False,1004.41,1251.06,879.2,1312.4
2021-11-01,2021,11,Brazil,1201,Soya Beans,False,790.45,837.99,806.1,1045.6
2021-11-01,2021,11,France,1201,Soya Beans,False,1407.3,983.18,1730.8,1155.6
2021-11-01,2021,11,Italy,1201,Soya Beans,False,1281.83,566.79,1159.6,469.9
2021-11-01,2021,11,Netherlands,1201,Soya Beans,False,1298.8,524.53,1432.0,585.9
2021-11-01,2021,11,Thailand,1201,Soya Beans,False,905.98,676.24,726.5,814.4
2021-11-01,2021,11,Malaysia,1201,Soya Beans,False,469.94,554.32,382.3,619.9
2021-11-01,2021,11,Singapore,1201,Soya Beans,False,1153.0,1055.27,1343.3,1275.8
2021-11-01,2021,11,Australia,1201,Soya Beans,False,264.83,266.8,351.8,369.4
2021-11-01,2021,11,Saudi Arabia,1201,Soya Beans,False,1413.67,1003.78,1769.9,1130.0
2021-11-01,2021,11,Switzerland,1201,Soya Beans,False,1062.44,589.59,958.5,634.1
2021-12-01,2021,12,China,1005,Maize (Corn),False,2262.01,2345.75,2712.6,2182.1
2021-12-01,2021,12,Mexico,1005,Maize (Corn),False,1375.28,1205.91,1757.6,1298.9
2021-12-01,2021,12,Canada,1005,Maize (Corn),False,2321.22,3003.94,2017.9,4126.0
2021-12-01,2021,12,Japan,1005,Maize (Corn),False,2314.45,2673.2,2955.4,2472.5
2021-12-01,2021,12,Germany,1005,Maize (Corn),False,608.98,658.35,759.6,634.0
2021-12-01,2021,12,South Korea,1005,Maize (Corn),False,2554.73,1776.33,2779.3,2032.6
2021-12-01,2021,12,Vietnam,1005,Maize (Corn),False,2510.57,2741.87,3027.0,2627.0
2021-12-01,2021,12,India,1005,Maize (Corn),False,2328.56,1634.4,2191.1,1317.6
2021-12-01,2021,12,Taiwan,1005,Maize (Corn),False,639.54,403.23,731.1,337.7
2021-12-01,2021,12,United Kingdom,1005,Maize (Corn),False,1388.0,611.13,1644.6,697.2
2021-12-01,2021,12,Brazil,1005,Maize (Corn),False,1225.61,652.76,1684.9,751.1
2021-12-01,2021,12,France,1005,Maize (Corn),False,2845.98,2499.38,3654.0,3343.7
2021-12-01,2021,12,Italy,1005,Maize (Corn),False,1912.41,1952.61,1793.7,2325.8
2021-12-01,2021,12,Netherlands,1005,Maize (Corn),False,2362.92,959.59,3245.0,1267.7
2021-12-01,2021,12,Thailand,1005,Maize (Corn),False,1380.49,1791.85,1367.1,1926.8
2021-12-01,2021,12,Malaysia,1005,Maize (Corn),False,1021.06,688.34,1092.9,825.6
2021-12-01,2021,12,Singapore,1005,Maize (Corn),False,1560.74,1217.56,1538.3,1468.5
2021-12-01,2021,12,Australia,1005,Maize (Corn),False,453.02,276.09,555.8,246.8
2021-12-01,2021,12,Saudi Arabia,1005,Maize (Corn),False,2391.71,2491.19,3011.8,2134.8
2021-12-01,2021,12,Switzerland,1005,Maize (Corn),False,2157.2,2268.46,2164.9,2854.4
2021-12-01,2021,12,China,1201,Soya Beans,False,1870.28,1688.18,2320.7,2362.7
2021-12-01,2021,12,Mexico,1201,Soya Beans,False,1174.17,1324.28,1463.7,1739.4
2021-12-01,2021,12,Canada,1201,Soya Beans,False,2254.68,1293.68,2027.6,1490.1
2021-12-01,2021,12,Japan,1201,Soya Beans,False,1637.32,1495.93,2093.8,2033.0
2021-12-01,2021,12,Germany,1201,Soya Beans,False,448.35,469.04,411.6,525.7
2021-12-01,2021,12,South Korea,1201,Soya Beans,False,1899.38,1620.88,2141.0,2011.9
2021-12-01,2021,12,Vietnam,1201,Soya Beans,False,1870.04,1351.21,1502.5,1174.6
2021-12-01,2021,12,India,1201,Soya Beans,False,2100.54,2583.87,2090.2,2468.4
2021-12-01,2021,12,Taiwan,1201,Soya Beans,False,517.35,528.19,524.6,443.9
2021-12-01,2021,12,United Kingdom,1201,Soya Beans,False,1135.96,720.8,1130.2,647.1
2021-12-01,2021,12,Brazil,1201,Soya Beans,False,1059.56,926.02,1019.8,1048.6
2021-12-01,2021,12,France,1201,Soya Beans,False,2115.43,2361.61,2905.7,2074.4
2021-12-01,2021,12,Italy,1201,Soya Beans,False,1735.11,1794.66,2109.1,1838.8
2021-12-01,2021,12,Netherlands,1201,Soya Beans,False,1823.1,738.49,2532.9,859.5
2021-12-01,2021,12,Thailand,1201,Soya Beans,False,1122.3,998.17,925.1,902.5
2021-12-01,2021,12,Malaysia,1201,Soya Beans,False,751.92,648.78,956.6,775.5
2021-12-01,2021,12,Singapore,1201,Soya Beans,False,1419.8,1609.68,1194.0,1955.0
2021-12-01,2021,12,Australia,1201,Soya Beans,False,425.01,275.26,389.9,255.5
2021-12-01,2021,12,Saudi Arabia,1201,Soya Beans,False,1748.29,1523.47,1540.9,1821.4
2021-12-01,2021,12,Switzerland,1201,Soya Beans,False,1350.13,572.72,1338.7,524.1
2022-01-01,2022,1,China,1005,Maize (Corn),False,440.96,264.7,511.5,285.1
2022-01-01,2022,1,Mexico,1005,Maize (Corn),False,293.69,264.61,405.9,261.6
2022-01-01,2022,1,Canada,1005,Maize (Corn),False,528.9,440.22,650.5,545.1
2022-01-01,2022,1,Japan,1005,Maize (Corn),False,470.79,273.7,503.5,352.2
2022-01-01,2022,1,Germany,1005,Maize (Corn),False,117.48,151.06,119.7,166.0
2022-01-01,2022,1,South Korea,1005,Maize (Corn),False,583.05,460.79,762.3,411.6
2022-01-01,2022,1,Vietnam,1005,Maize (Corn),False,483.84,462.91,634.2,539.5
2022-01-01,2022,1,India,1005,Maize (Corn),False,554.65,657.23,559.8,864.9
2022-01-01,2022,1,Taiwan,1005,Maize (Corn),False,158.96,100.38,185.4,97.3
2022-01-01,2022,1,United Kingdom,1005,Maize (Corn),False,323.93,156.87,401.8,165.0
2022-01-01,2022,1,Brazil,1005,Maize (Corn),False,274.99,116.4,334.7,127.8
2022-01-01,2022,1,France,1005,Maize (Corn),False,582.84,398.72,517.3,423.1
2022-01-01,2022,1,Italy,1005,Maize (Corn),False,467.16,282.64,563.2,234.6
2022-01-01,2022,1,Netherlands,1005,Maize (Corn),False,539.93,331.84,578.2,338.7
2022-01-01,2022,1,Thailand,1005,Maize (Corn),False,270.76,192.52,273.5,214.3
2022-01-01,2022,1,Malaysia,1005,Maize (Corn),False,219.34,180.52,295.8,194.4
2022-01-01,2022,1,Singapore,1005,Maize (Corn),False,322.1,195.56,336.4,194.6
2022-01-01,2022,1,Australia,1005,Maize (Corn),False,117.38,118.64,134.6,129.9
2022-01-01,2022,1,Saudi Arabia,1005,Maize (Corn),False,493.65,469.45,431.8,421.3
2022-01-01,2022,1,Switzerland,1005,Maize (Corn),False,381.84,211.56,460.6,172.4
2022-01-01,2022,1,China,1201,Soya Beans,False,615.22,798.43,672.2,876.1
2022-01-01,2022,1,Mexico,1201,Soya Beans,False,375.32,162.35,396.4,139.6
2022-01-01,2022,1,Canada,1201,Soya Beans,False,582.13,748.29,728.9,1040.9
2022-01-01,2022,1,Japan,1201,Soya Beans,False,539.85,511.4,676.2,611.4
2022-01-01,2022,1,Germany,1201,Soya Beans,False,137.52,91.21,152.9,87.1
2022-01-01,2022,1,South Korea,1201,Soya Beans,False,667.85,354.98,760.8,336.2
2022-01-01,2022,1,Vietnam,1201,Soya Beans,False,507.69,431.09,455.7,593.8
2022-01-01,2022,1,India,1201,Soya Beans,False,547.37,392.49,447.5,512.6
2022-01-01,2022,1,Taiwan,1201,Soya Beans,False,165.5,128.22,156.8,159.9
2022-01-01,2022,1,United Kingdom,1201,Soya Beans,False,401.09,297.9,353.3,257.8
2022-01-01,2022,1,Brazil,1201,Soya Beans,False,260.53,278.65,361.8,388.9
2022-01-01,2022,1,France,1201,Soya Beans,False,695.72,379.84,964.7,378.6
2022-01-01,2022,1,Italy,1201,Soya Beans,False,446.99,455.31,370.8,589.8
2022-01-01,2022,1,Netherlands,1201,Soya Beans,False,664.64,729.48,843.4,754.4
2022-01-01,2022,1,Thailand,1201,Soya Beans,False,304.08,338.56,352.2,455.6
2022-01-01,2022,1,Malaysia,1201,Soya Beans,False,193.99,130.87,197.2,158.3
2022-01-01,2022,1,Singapore,1201,Soya Beans,False,452.61,572.51,442.3,627.6
2022-01-01,2022,1,Australia,1201,Soya Beans,False,103.65,65.06,106.2,75.2
2022-01-01,2022,1,Saudi Arabia,1201,Soya Beans,False,576.21,419.49,676.7,544.2
2022-01-01,2022,1,Switzerland,1201,Soya Beans,False,427.23,302.73,522.5,383.5
2022-02-01,2022,2,China,1005,Maize (Corn),False,1044.72,1046.8,1400.4,1183.1
2022-02-01,2022,2,Mexico,1005,Maize (Corn),False,707.2,332.01,970.8,328.4
2022-02-01,2022,2,Canada,1005,Maize (Corn),False,1110.96,667.2,945.2,850.0
2022-02-01,2022,2,Japan,1005,Maize (Corn),False,897.7,587.47,816.1,813.6
2022-02-01,2022,2,Germany,1005,Maize (Corn),False,291.88,361.03,384.4,485.1
2022-02-01,2022,2,South Korea,1005,Maize (Corn),False,1290.22,714.12,1285.2,696.6
2022-02-01,2022,2,Vietnam,1005,Maize (Corn),False,1116.21,472.27,988.1,571.3
2022-02-01,2022,2,India,1005,Maize (Corn),False,955.38,423.67,826.9,514.5
2022-02-01,2022,2,Taiwan,1005,Maize (Corn),False,275.4,146.42,258.4,183.1
2022-02-01,2022,2,United Kingdom,1005,Maize (Corn),False,623.52,269.26,837.7,357.0
2022-02-01,2022,2,Brazil,1005,Maize (Corn),False,536.18,342.52,489.6,421.9
2022-02-01,2022,2,France,1005,Maize (Corn),False,1148.24,1421.87,1488.8,1639.5
2022-02-01,2022,2,Italy,1005,Maize (Corn),False,776.8,928.52,960.6,1181.8
2022-02-01,2022,2,Netherlands,1005,Maize (Corn),False,976.04,1012.85,1252.0,1391.6
2022-02-01,2022,2,Thailand,1005,Maize (Corn),False,693.31,594.33,731.6,725.5
2022-02-01,2022,2,Malaysia,1005,Maize (Corn),False,478.15,449.35,447.7,364.2
2022-02-01,2022,2,Singapore,1005,Maize (Corn),False,835.6,984.45,701.6,1022.4
2022-02-01,2022,2,Australia,1005,Maize (Corn),False,264.59,225.3,246.7,228.1
2022-02-01,2022,2,Saudi Arabia,1005,Maize (Corn),False,1094.56,553.37,1309.6,639.3
2022-02-01,2022,2,Switzerland,1005,Maize (Corn),False,936.51,889.42,758.6,804.6
2022-02-01,2022,2,China,1201,Soya Beans,False,509.87,541.44,444.6,650.2
2022-02-01,2022,2,Mexico,1201,Soya Beans,False,331.03,167.66,297.1,185.3
2022-02-01,2022,2,Canada,1201,Soya Beans,False,661.37,747.83,580.1,874.7
2022-02-01,2022,2,Japan,1201,Soya Beans,False,574.64,391.43,487.2,349.8
2022-02-01,2022,2,Germany,1201,Soya Beans,False,128.84,154.42,132.2,172.0
2022-02-01,2022,2,South Korea,1201,Soya Beans,False,765.33,562.02,910.3,475.5
2022-02-01,2022,2,Vietnam,1201,Soya Beans,False,568.36,276.72,539.4,270.1
2022-02-01,2022,2,India,1201,Soya Beans,False,625.86,630.05,781.2,527.4
2022-02-01,2022,2,Taiwan,1201,Soya Beans,False,193.41,86.84,250.6,108.0
2022-02-01,2022,2,United Kingdom,1201,Soya Beans,False,384.0,305.27,481.6,379.7
2022-02-01,2022,2,Brazil,1201,Soya Beans,False,287.86,320.49,243.9,352.6
2022-02-01,2022,2,France,1201,Soya Beans,False,706.6,805.18,761.6,758.6
2022-02-01,2022,2,Italy,1201,Soya Beans,False,495.55,309.81,553.6,333.8
2022-02-01,2022,2,Netherlands,1201,Soya Beans,False,662.29,408.02,609.3,442.5
2022-02-01,2022,2,Thailand,1201,Soya Beans,False,319.47,193.73,323.4,211.7
2022-02-01,2022,2,Malaysia,1201,Soya Beans,False,215.57,195.0,286.1,219.6
2022-02-01,2022,2,Singapore,1201,Soya Beans,False,411.93,187.75,363.3,213.4
2022-02-01,2022,2,Australia,1201,Soya Beans,False,134.53,59.82,122.6,59.3
2022-02-01,2022,2,Saudi Arabia,1201,Soya Beans,False,580.79,733.28,535.6,614.1
2022-02-01,2022,2,Switzerland,1201,Soya Beans,False,467.6,243.62,409.6,254.5
2022-03-01,2022,3,China,1005,Maize (Corn),False,680.0,519.15,554.7,715.6
2022-03-01,2022,3,Mexico,1005,Maize (Corn),False,357.88,307.57,339.6,382.2
2022-03-01,2022,3,Canada,1005,Maize (Corn),False,748.74,567.17,894.8,763.1
2022-03-01,2022,3,Japan,1005,Maize (Corn),False,634.03,490.36,675.2,653.2
2022-03-01,2022,3,Germany,1005,Maize (Corn),False,137.81,57.95,127.3,75.1
2022-03-01,2022,3,South Korea,1005,Maize (Corn),False,692.27,454.65,815.1,414.0
2022-03-01,2022,3,Vietnam,1005,Maize (Corn),False,586.79,481.3,549.7,671.6
2022-03-01,2022,3,India,1005,Maize (Corn),False,576.23,671.28,623.5,589.0
2022-03-01,2022,3,Taiwan,1005,Maize (Corn),False,162.74,138.37,164.7,130.2
2022-03-01,2022,3,United Kingdom,1005,Maize (Corn),False,463.83,378.97,629.6,340.5
2022-03-01,2022,3,Brazil,1005,Maize (Corn),False,318.93,298.66,306.8,272.1
2022-03-01,2022,3,France,1005,Maize (Corn),False,648.89,304.1,812.3,294.8
2022-03-01,2022,3,Italy,1005,Maize (Corn),False,619.95,350.15,627.8,358.9
2022-03-01,2022,3,Netherlands,1005,Maize (Corn),False,666.47,788.82,867.0,635.8
2022-03-01,2022,3,Thailand,1005,Maize (Corn),False,391.89,448.77,313.6,502.7
2022-03-01,2022,3,Malaysia,1005,Maize (Corn),False,234.42,180.85,246.6,187.2
2022-03-01,2022,3,Singapore,1005,Maize (Corn),False,536.55,473.68,720.2,585.5
2022-03-01,2022,3,Australia,1005,Maize (Corn),False,132.88,112.18,137.4,145.5
2022-03-01,2022,3,Saudi Arabia,1005,Maize (Corn),False,607.05,754.42,697.0,880.5
2022-03-01,2022,3,Switzerland,1005,Maize (Corn),False,536.35,482.2,643.9,575.3
2022-03-01,2022,3,China,1201,Soya Beans,False,725.92,522.06,858.2,589.2
2022-03-01,2022,3,Mexico,1201,Soya Beans,False,404.63,429.42,434.7,485.6
2022-03-01,2022,3,Canada,1201,Soya Beans,False,814.37,804.26,1017.4,743.2
2022-03-01,2022,3,Japan,1201,Soya Beans,False,572.97,574.26,539.5,498.9
2022-03-01,2022,3,Germany,1201,Soya Beans,False,159.56,108.74,222.6,97.3
2022-03-01,2022,3,South Korea,1201,Soya Beans,False,813.04,998.95,1120.4,936.3
2022-03-01,2022,3,Vietnam,1201,Soya Beans,False,778.14,408.55,978.1,330.0
2022-03-01,2022,3,India,1201,Soya Beans,False,697.71,434.4,852.9,351.7
2022-03-01,2022,3,Taiwan,1201,Soya Beans,False,203.65,209.16,168.6,279.9
2022-03-01,2022,3,United Kingdom,1201,Soya Beans,False,437.59,240.12,409.3,240.9
2022-03-01,2022,3,Brazil,1201,Soya Beans,False,358.96,308.53,423.5,327.1
2022-03-01,2022,3,France,1201,Soya Beans,False,809.21,892.98,793.5,1048.1
2022-03-01,2022,3,Italy,1201,Soya Beans,False,678.74,406.81,795.4,556.8
2022-03-01,2022,3,Netherlands,1201,Soya Beans,False,753.05,963.31,742.5,1096.8
2022-03-01,2022,3,Thailand,1201,Soya Beans,False,425.6,171.66,595.2,162.1
2022-03-01,2022,3,Malaysia,1201,Soya Beans,False,323.11,319.15,433.7,440.5
2022-03-01,2022,3,Singapore,1201,Soya Beans,False,548.63,713.07,691.5,794.6
2022-03-01,2022,3,Australia,1201,Soya Beans,False,163.02,93.71,131.5,89.4
2022-03-01,2022,3,Saudi Arabia,1201,Soya Beans,False,735.54,445.18,815.3,531.9
2022-03-01,2022,3,Switzerland,1201,Soya Beans,False,625.61,753.47,863.2,1005.4
2022-04-01,2022,4,China,1005,Maize (Corn),False,1570.75,1572.41,1634.2,1891.2
2022-04-01,2022,4,Mexico,1005,Maize (Corn),False,1084.81,1259.95,904.0,1683.3
2022-04-01,2022,4,Canada,1005,Maize (Corn),False,1810.34,793.45,2059.2,741.6
2022-04-01,2022,4,Japan,1005,Maize (Corn),False,1610.16,1806.73,2052.8,2096.2
2022-04-01,2022,4,Germany,1005,Maize (Corn),False,515.37,421.25,424.5,544.1
2022-04-01,2022,4,South Korea,1005,Maize (Corn),False,1992.37,1112.97,1677.6,1109.3
2022-04-01,2022,4,Vietnam,1005,Maize (Corn),False,1663.28,1118.55,1922.6,1399.2
2022-04-01,2022,4,India,1005,Maize (Corn),False,2040.39,988.86,1816.4,1141.1
2022-04-01,2022,4,Taiwan,1005,Maize (Corn),False,454.76,333.65,534.2,423.2
2022-04-01,2022,4,United Kingdom,1005,Maize (Corn),False,1050.02,1051.27,1246.9,1383.2
2022-04-01,2022,4,Brazil,1005,Maize (Corn),False,936.2,1006.49,1171.4,949.6
2022-04-01,2022,4,France,1005,Maize (Corn),False,2154.18,2170.65,2078.0,2324.9
2022-04-01,2022,4,Italy,1005,Maize (Corn),False,1496.11,1639.98,1197.5,1805.0
2022-04-01,2022,4,Netherlands,1005,Maize (Corn),False,1697.7,1667.41,2051.2,1835.3
2022-04-01,2022,4,Thailand,1005,Maize (Corn),False,1147.87,784.63,1134.1,978.5
2022-04-01,2022,4,Malaysia,1005,Maize (Corn),False,632.37,692.04,754.4,920.9
2022-04-01,2022,4,Singapore,1005,Maize (Corn),False,1253.73,1072.64,1032.3,1445.4
2022-04-01,2022,4,Australia,1005,Maize (Corn),False,411.99,395.75,510.7,384.1
