date,country,hs_code,commodity,critical,value_usd_m,flow
2021-09-01,Switzerland,8703,Motor Cars & Vehicles,False,1500.32,imports
2021-09-01,China,2709,Crude Petroleum Oils,True,1150.84,imports
2021-09-01,Mexico,2709,Crude Petroleum Oils,True,676.09,imports
2021-09-01,Canada,2709,Crude Petroleum Oils,True,1227.91,imports
2021-09-01,Japan,2709,Crude Petroleum Oils,True,1008.28,imports
2021-09-01,Germany,2709,Crude Petroleum Oils,True,290.94,imports
2021-09-01,South Korea,2709,Crude Petroleum Oils,True,1329.0,imports
2021-09-01,Vietnam,2709,Crude Petroleum Oils,True,1264.97,imports
2021-09-01,India,2709,Crude Petroleum Oils,True,1264.35,imports
2021-09-01,Taiwan,2709,Crude Petroleum Oils,True,379.27,imports
2021-09-01,United Kingdom,2709,Crude Petroleum Oils,True,761.01,imports
2021-09-01,Brazil,2709,Crude Petroleum Oils,True,771.4,imports
2021-09-01,France,2709,Crude Petroleum Oils,True,1446.14,imports
2021-09-01,Italy,2709,Crude Petroleum Oils,True,1018.7,imports
2021-09-01,Netherlands,2709,Crude Petroleum Oils,True,1400.6,imports
2021-09-01,Thailand,2709,Crude Petroleum Oils,True,684.84,imports
2021-09-01,Malaysia,2709,Crude Petroleum Oils,True,491.03,imports
2021-09-01,Singapore,2709,Crude Petroleum Oils,True,900.31,imports
2021-09-01,Australia,2709,Crude Petroleum Oils,True,297.4,imports
2021-09-01,Saudi Arabia,2709,Crude Petroleum Oils,True,1385.13,imports
2021-09-01,Switzerland,2709,Crude Petroleum Oils,True,1056.82,imports
2021-09-01,China,3004,Medicaments Packaged,True,500.4,imports
2021-09-01,Mexico,3004,Medicaments Packaged,True,248.37,imports
2021-09-01,Canada,3004,Medicaments Packaged,True,420.54,imports
2021-09-01,Japan,3004,Medicaments Packaged,True,384.69,imports
2021-09-01,Germany,3004,Medicaments Packaged,True,97.11,imports
2021-09-01,South Korea,3004,Medicaments Packaged,True,554.31,imports
2021-09-01,Vietnam,3004,Medicaments Packaged,True,441.16,imports
2021-09-01,India,3004,Medicaments Packaged,True,507.58,imports
2021-09-01,Taiwan,3004,Medicaments Packaged,True,147.65,imports
2021-09-01,United Kingdom,3004,Medicaments Packaged,True,310.34,imports
2021-09-01,Brazil,3004,Medicaments Packaged,True,274.08,imports
2021-09-01,France,3004,Medicaments Packaged,True,482.52,imports
2021-09-01,Italy,3004,Medicaments Packaged,True,350.25,imports
2021-09-01,Netherlands,3004,Medicaments Packaged,True,451.18,imports
2021-09-01,Thailand,3004,Medicaments Packaged,True,318.31,imports
2021-09-01,Malaysia,3004,Medicaments Packaged,True,196.02,imports
2021-09-01,Singapore,3004,Medicaments Packaged,True,350.67,imports
2021-09-01,Australia,3004,Medicaments Packaged,True,103.41,imports
2021-09-01,Saudi Arabia,3004,Medicaments Packaged,True,413.34,imports
2021-09-01,Switzerland,3004,Medicaments Packaged,True,334.07,imports
2021-09-01,China,8517,Telephone Sets & Network Equipment,True,1918.44,imports
2021-09-01,Mexico,8517,Telephone Sets & Network Equipment,True,978.39,imports
2021-09-01,Canada,8517,Telephone Sets & Network Equipment,True,1968.14,imports
2021-09-01,Japan,8517,Telephone Sets & Network Equipment,True,1759.04,imports
2021-09-01,Germany,8517,Telephone Sets & Network Equipment,True,395.42,imports
2021-09-01,South Korea,8517,Telephone Sets & Network Equipment,True,2100.28,imports
2021-09-01,Vietnam,8517,Telephone Sets & Network Equipment,True,1945.26,imports
2021-09-01,India,8517,Telephone Sets & Network Equipment,True,1686.44,imports
2021-09-01,Taiwan,8517,Telephone Sets & Network Equipment,True,502.5,imports
2021-09-01,United Kingdom,8517,Telephone Sets & Network Equipment,True,1284.6,imports
2021-09-01,Brazil,8517,Telephone Sets & Network Equipment,True,1125.23,imports
2021-09-01,France,8517,Telephone Sets & Network Equipment,True,2274.7,imports
2021-09-01,Italy,8517,Telephone Sets & Network Equipment,True,1594.88,imports
2021-09-01,Netherlands,8517,Telephone Sets & Network Equipment,True,1742.9,imports
2021-09-01,Thailand,8517,Telephone Sets & Network Equipment,True,1263.38,imports
2021-09-01,Malaysia,8517,Telephone Sets & Network Equipment,True,784.03,imports
2021-09-01,Singapore,8517,Telephone Sets & Network Equipment,True,1538.0,imports
2021-09-01,Australia,8517,Telephone Sets & Network Equipment,True,433.72,imports
2021-09-01,Saudi Arabia,8517,Telephone Sets & Network Equipment,True,2021.29,imports
2021-09-01,Switzerland,8517,Telephone Sets & Network Equipment,True,1280.02,imports
2021-09-01,China,8471,Automatic Data Processing Machines,True,1660.04,imports
2021-09-01,Mexico,8471,Automatic Data Processing Machines,True,1284.36,imports
2021-09-01,Canada,8471,Automatic Data Processing Machines,True,1697.21,imports
2021-09-01,Japan,8471,Automatic Data Processing Machines,True,1771.13,imports
2021-09-01,Germany,8471,Automatic Data Processing Machines,True,488.3,imports
2021-09-01,South Korea,8471,Automatic Data Processing Machines,True,2517.37,imports
2021-09-01,Vietnam,8471,Automatic Data Processing Machines,True,1532.13,imports
2021-09-01,India,8471,Automatic Data Processing Machines,True,1601.72,imports
2021-09-01,Taiwan,8471,Automatic Data Processing Machines,True,567.94,imports
2021-09-01,United Kingdom,8471,Automatic Data Processing Machines,True,1316.41,imports
2021-09-01,Brazil,8471,Automatic Data Processing Machines,True,1048.49,imports
2021-09-01,France,8471,Automatic Data Processing Machines,True,2043.14,imports
2021-09-01,Italy,8471,Automatic Data Processing Machines,True,1441.11,imports
2021-09-01,Netherlands,8471,Automatic Data Processing Machines,True,1974.55,imports
2021-09-01,Thailand,8471,Automatic Data Processing Machines,True,1177.65,imports
2021-09-01,Malaysia,8471,Automatic Data Processing Machines,True,713.91,imports
2021-09-01,Singapore,8471,Automatic Data Processing Machines,True,1450.09,imports
2021-09-01,Australia,8471,Automatic Data Processing Machines,True,430.27,imports
2021-09-01,Saudi Arabia,8471,Automatic Data Processing Machines,True,1827.8,imports
2021-09-01,Switzerland,8471,Automatic Data Processing Machines,True,1711.73,imports
2021-09-01,China,2711,Petroleum Gases,True,876.89,imports
2021-09-01,Mexico,2711,Petroleum Gases,True,554.81,imports
2021-09-01,Canada,2711,Petroleum Gases,True,784.95,imports
2021-09-01,Japan,2711,Petroleum Gases,True,800.88,imports
2021-09-01,Germany,2711,Petroleum Gases,True,207.76,imports
2021-09-01,South Korea,2711,Petroleum Gases,True,1117.28,imports
2021-09-01,Vietnam,2711,Petroleum Gases,True,833.46,imports
2021-09-01,India,2711,Petroleum Gases,True,736.46,imports
2021-09-01,Taiwan,2711,Petroleum Gases,True,254.69,imports
2021-09-01,United Kingdom,2711,Petroleum Gases,True,588.75,imports
2021-09-01,Brazil,2711,Petroleum Gases,True,387.74,imports
2021-09-01,France,2711,Petroleum Gases,True,832.5,imports
2021-09-01,Italy,2711,Petroleum Gases,True,627.8,imports
2021-09-01,Netherlands,2711,Petroleum Gases,True,837.3,imports
2021-09-01,Thailand,2711,Petroleum Gases,True,528.09,imports
2021-09-01,Malaysia,2711,Petroleum Gases,True,275.89,imports
2021-09-01,Singapore,2711,Petroleum Gases,True,666.86,imports
2021-09-01,Australia,2711,Petroleum Gases,True,175.36,imports
2021-09-01,Saudi Arabia,2711,Petroleum Gases,True,802.92,imports
2021-09-01,Switzerland,2711,Petroleum Gases,True,651.38,imports
2021-09-01,China,8708,Motor Vehicle Parts,False,768.32,imports
2021-09-01,Mexico,8708,Motor Vehicle Parts,False,504.12,imports
2021-09-01,Canada,8708,Motor Vehicle Parts,False,981.74,imports
2021-09-01,Japan,8708,Motor Vehicle Parts,False,770.19,imports
2021-09-01,Germany,8708,Motor Vehicle Parts,False,244.21,imports
2021-09-01,South Korea,8708,Motor Vehicle Parts,False,1106.33,imports
2021-09-01,Vietnam,8708,Motor Vehicle Parts,False,952.39,imports
2021-09-01,India,8708,Motor Vehicle Parts,False,922.26,imports
2021-09-01,Taiwan,8708,Motor Vehicle Parts,False,266.45,imports
2021-09-01,United Kingdom,8708,Motor Vehicle Parts,False,623.96,imports
2021-09-01,Brazil,8708,Motor Vehicle Parts,False,479.54,imports
2021-09-01,France,8708,Motor Vehicle Parts,False,851.43,imports
2021-09-01,Italy,8708,Motor Vehicle Parts,False,763.83,imports
2021-09-01,Netherlands,8708,Motor Vehicle Parts,False,956.12,imports
2021-09-01,Thailand,8708,Motor Vehicle Parts,False,558.95,imports
2021-09-01,Malaysia,8708,Motor Vehicle Parts,False,356.16,imports
2021-09-01,Singapore,8708,Motor Vehicle Parts,False,675.71,imports
2021-09-01,Australia,8708,Motor Vehicle Parts,False,205.92,imports
2021-09-01,Saudi Arabia,8708,Motor Vehicle Parts,False,836.01,imports
2021-09-01,Switzerland,8708,Motor Vehicle Parts,False,680.44,imports
2021-09-01,China,9018,Medical Instruments,True,738.01,imports
2021-09-01,Mexico,9018,Medical Instruments,True,508.5,imports
2021-09-01,Canada,9018,Medical Instruments,True,828.77,imports
2021-09-01,Japan,9018,Medical Instruments,True,632.97,imports
2021-09-01,Germany,9018,Medical Instruments,True,183.17,imports
2021-09-01,South Korea,9018,Medical Instruments,True,938.47,imports
2021-09-01,Vietnam,9018,Medical Instruments,True,709.07,imports
2021-09-01,India,9018,Medical Instruments,True,790.0,imports
2021-09-01,Taiwan,9018,Medical Instruments,True,208.76,imports
2021-09-01,United Kingdom,9018,Medical Instruments,True,498.22,imports
2021-09-01,Brazil,9018,Medical Instruments,True,419.83,imports
2021-09-01,France,9018,Medical Instruments,True,993.41,imports
2021-09-01,Italy,9018,Medical Instruments,True,572.81,imports
2021-09-01,Netherlands,9018,Medical Instruments,True,783.58,imports
2021-09-01,Thailand,9018,Medical Instruments,True,416.83,imports
2021-09-01,Malaysia,9018,Medical Instruments,True,304.61,imports
2021-09-01,Singapore,9018,Medical Instruments,True,556.11,imports
2021-09-01,Australia,9018,Medical Instruments,True,156.99,imports
2021-09-01,Saudi Arabia,9018,Medical Instruments,True,710.18,imports
2021-09-01,Switzerland,9018,Medical Instruments,True,638.32,imports
2021-09-01,China,7208,Flat-Rolled Iron/Steel,False,1747.89,imports
2021-09-01,Mexico,7208,Flat-Rolled Iron/Steel,False,1255.5,imports
2021-09-01,Canada,7208,Flat-Rolled Iron/Steel,False,1779.64,imports
2021-09-01,Japan,7208,Flat-Rolled Iron/Steel,False,1490.63,imports
2021-09-01,Germany,7208,Flat-Rolled Iron/Steel,False,432.35,imports
2021-09-01,South Korea,7208,Flat-Rolled Iron/Steel,False,2122.2,imports
2021-09-01,Vietnam,7208,Flat-Rolled Iron/Steel,False,1580.9,imports
2021-09-01,India,7208,Flat-Rolled Iron/Steel,False,2064.6,imports
2021-09-01,Taiwan,7208,Flat-Rolled Iron/Steel,False,539.68,imports
2021-09-01,United Kingdom,7208,Flat-Rolled Iron/Steel,False,1327.93,imports
2021-09-01,Brazil,7208,Flat-Rolled Iron/Steel,False,959.95,imports
2021-09-01,France,7208,Flat-Rolled Iron/Steel,False,1889.2,imports
2021-09-01,Italy,7208,Flat-Rolled Iron/Steel,False,1723.2,imports
2021-09-01,Netherlands,7208,Flat-Rolled Iron/Steel,False,2216.44,imports
2021-09-01,Thailand,7208,Flat-Rolled Iron/Steel,False,1268.94,imports
2021-09-01,Malaysia,7208,Flat-Rolled Iron/Steel,False,640.3,imports
2021-09-01,Singapore,7208,Flat-Rolled Iron/Steel,False,1269.46,imports
2021-09-01,Australia,7208,Flat-Rolled Iron/Steel,False,429.27,imports
2021-09-01,Saudi Arabia,7208,Flat-Rolled Iron/Steel,False,1871.54,imports
2021-09-01,Switzerland,7208,Flat-Rolled Iron/Steel,False,1634.54,imports
2021-09-01,China,2902,Cyclic Hydrocarbons,False,1430.39,imports
2021-09-01,Mexico,2902,Cyclic Hydrocarbons,False,907.45,imports
2021-09-01,Canada,2902,Cyclic Hydrocarbons,False,1545.4,imports
2021-09-01,Japan,2902,Cyclic Hydrocarbons,False,1253.73,imports
2021-09-01,Germany,2902,Cyclic Hydrocarbons,False,376.05,imports
2021-09-01,South Korea,2902,Cyclic Hydrocarbons,False,1564.64,imports
2021-09-01,Vietnam,2902,Cyclic Hydrocarbons,False,1375.38,imports
2021-09-01,India,2902,Cyclic Hydrocarbons,False,1433.78,imports
2021-09-01,Taiwan,2902,Cyclic Hydrocarbons,False,417.59,imports
2021-09-01,United Kingdom,2902,Cyclic Hydrocarbons,False,988.53,imports
2021-09-01,Brazil,2902,Cyclic Hydrocarbons,False,672.11,imports
2021-09-01,France,2902,Cyclic Hydrocarbons,False,1835.25,imports
2021-09-01,Italy,2902,Cyclic Hydrocarbons,False,1235.91,imports
2021-09-01,Netherlands,2902,Cyclic Hydrocarbons,False,1468.85,imports
2021-09-01,Thailand,2902,Cyclic Hydrocarbons,False,797.38,imports
2021-09-01,Malaysia,2902,Cyclic Hydrocarbons,False,639.03,imports
2021-09-01,Singapore,2902,Cyclic Hydrocarbons,False,1190.67,imports
2021-09-01,Australia,2902,Cyclic Hydrocarbons,False,311.62,imports
2021-09-01,Saudi Arabia,2902,Cyclic Hydrocarbons,False,1482.5,imports
2021-09-01,Switzerland,2902,Cyclic Hydrocarbons,False,1049.01,imports
2021-09-01,China,7108,Gold Unwrought,False,2192.32,imports
2021-09-01,Mexico,7108,Gold Unwrought,False,1077.56,imports
2021-09-01,Canada,7108,Gold Unwrought,False,1879.93,imports
2021-09-01,Japan,7108,Gold Unwrought,False,1612.03,imports
2021-09-01,Germany,7108,Gold Unwrought,False,508.03,imports
2021-09-01,South Korea,7108,Gold Unwrought,False,2321.79,imports
2021-09-01,Vietnam,7108,Gold Unwrought,False,2184.54,imports
2021-09-01,India,7108,Gold Unwrought,False,1842.54,imports
2021-09-01,Taiwan,7108,Gold Unwrought,False,559.9,imports
2021-09-01,United Kingdom,7108,Gold Unwrought,False,1402.83,imports
2021-09-01,Brazil,7108,Gold Unwrought,False,1006.6,imports
2021-09-01,France,7108,Gold Unwrought,False,2475.13,imports
2021-09-01,Italy,7108,Gold Unwrought,False,1695.36,imports
2021-09-01,Netherlands,7108,Gold Unwrought,False,2341.15,imports
2021-09-01,Thailand,7108,Gold Unwrought,False,1266.47,imports
2021-09-01,Malaysia,7108,Gold Unwrought,False,692.16,imports
2021-09-01,Singapore,7108,Gold Unwrought,False,1469.48,imports
2021-09-01,Australia,7108,Gold Unwrought,False,493.32,imports
2021-09-01,Saudi Arabia,7108,Gold Unwrought,False,1856.17,imports
2021-09-01,Switzerland,7108,Gold Unwrought,False,1572.69,imports
2021-09-01,China,1005,Maize (Corn),False,1630.87,imports
2021-09-01,Mexico,1005,Maize (Corn),False,959.62,imports
2021-09-01,Canada,1005,Maize (Corn),False,1926.69,imports
2021-09-01,Japan,1005,Maize (Corn),False,1582.43,imports
2021-09-01,Germany,1005,Maize (Corn),False,446.81,imports
2021-09-01,South Korea,1005,Maize (Corn),False,2475.02,imports
2021-09-01,Vietnam,1005,Maize (Corn),False,1942.69,imports
2021-09-01,India,1005,Maize (Corn),False,1944.34,imports
2021-09-01,Taiwan,1005,Maize (Corn),False,487.91,imports
2021-09-01,United Kingdom,1005,Maize (Corn),False,1117.18,imports
2021-09-01,Brazil,1005,Maize (Corn),False,1116.0,imports
2021-09-01,France,1005,Maize (Corn),False,2027.35,imports
2021-09-01,Italy,1005,Maize (Corn),False,1606.9,imports
2021-09-01,Netherlands,1005,Maize (Corn),False,1782.97,imports
2021-09-01,Thailand,1005,Maize (Corn),False,1050.54,imports
2021-09-01,Malaysia,1005,Maize (Corn),False,635.73,imports
2021-09-01,Singapore,1005,Maize (Corn),False,1234.03,imports
2021-09-01,Australia,1005,Maize (Corn),False,405.52,imports
2021-09-01,Saudi Arabia,1005,Maize (Corn),False,2160.41,imports
2021-09-01,Switzerland,1005,Maize (Corn),False,1460.94,imports
2021-09-01,China,1201,Soya Beans,False,2299.54,imports
2021-09-01,Mexico,1201,Soya Beans,False,1365.71,imports
2021-09-01,Canada,1201,Soya Beans,False,2560.99,imports
2021-09-01,Japan,1201,Soya Beans,False,2055.06,imports
2021-09-01,Germany,1201,Soya Beans,False,485.43,imports
2021-09-01,South Korea,1201,Soya Beans,False,2604.79,imports
2021-09-01,Vietnam,1201,Soya Beans,False,2271.22,imports
2021-09-01,India,1201,Soya Beans,False,2294.44,imports
2021-09-01,Taiwan,1201,Soya Beans,False,534.33,imports
2021-09-01,United Kingdom,1201,Soya Beans,False,1200.79,imports
2021-09-01,Brazil,1201,Soya Beans,False,1325.2,imports
2021-09-01,France,1201,Soya Beans,False,2260.68,imports
2021-09-01,Italy,1201,Soya Beans,False,1959.45,imports
2021-09-01,Netherlands,1201,Soya Beans,False,2190.74,imports
2021-09-01,Thailand,1201,Soya Beans,False,1522.33,imports
2021-09-01,Malaysia,1201,Soya Beans,False,949.05,imports
2021-09-01,Singapore,1201,Soya Beans,False,1365.5,imports
2021-09-01,Australia,1201,Soya Beans,False,502.68,imports
2021-09-01,Saudi Arabia,1201,Soya Beans,False,2365.68,imports
2021-09-01,Switzerland,1201,Soya Beans,False,1566.49,imports
2021-09-01,China,2601,Iron Ores & Concentrates,True,1086.97,imports
2021-09-01,Mexico,2601,Iron Ores & Concentrates,True,854.3,imports
2021-09-01,Canada,2601,Iron Ores & Concentrates,True,1229.19,imports
2021-09-01,Japan,2601,Iron Ores & Concentrates,True,1157.3,imports
2021-09-01,Germany,2601,Iron Ores & Concentrates,True,338.88,imports
2021-09-01,South Korea,2601,Iron Ores & Concentrates,True,1640.28,imports
2021-09-01,Vietnam,2601,Iron Ores & Concentrates,True,1123.7,imports
2021-09-01,India,2601,Iron Ores & Concentrates,True,1142.73,imports
2021-09-01,Taiwan,2601,Iron Ores & Concentrates,True,416.27,imports
2021-09-01,United Kingdom,2601,Iron Ores & Concentrates,True,779.2,imports
2021-09-01,Brazil,2601,Iron Ores & Concentrates,True,631.63,imports
2021-09-01,France,2601,Iron Ores & Concentrates,True,1561.41,imports
2021-09-01,Italy,2601,Iron Ores & Concentrates,True,1138.14,imports
2021-09-01,Netherlands,2601,Iron Ores & Concentrates,True,1310.54,imports
2021-09-01,Thailand,2601,Iron Ores & Concentrates,True,873.44,imports
2021-09-01,Malaysia,2601,Iron Ores & Concentrates,True,502.17,imports
2021-09-01,Singapore,2601,Iron Ores & Concentrates,True,824.62,imports
2021-09-01,Australia,2601,Iron Ores & Concentrates,True,286.72,imports
2021-09-01,Saudi Arabia,2601,Iron Ores & Concentrates,True,1313.18,imports
2021-09-01,Switzerland,2601,Iron Ores & Concentrates,True,1080.9,imports
2021-09-01,China,2804,"Hydrogen, Rare Gases, Silicon",True,1123.76,imports
2021-09-01,Mexico,2804,"Hydrogen, Rare Gases, Silicon",True,36.97,imports
2021-09-01,Canada,2804,"Hydrogen, Rare Gases, Silicon",True,55.24,imports
2021-09-01,Japan,2804,"Hydrogen, Rare Gases, Silicon",True,1259.88,imports
2021-09-01,Germany,2804,"Hydrogen, Rare Gases, Silicon",True,276.02,imports
2021-09-01,South Korea,2804,"Hydrogen, Rare Gases, Silicon",True,69.42,imports
2021-09-01,Vietnam,2804,"Hydrogen, Rare Gases, Silicon",True,44.94,imports
2021-09-01,India,2804,"Hydrogen, Rare Gases, Silicon",True,54.74,imports
2021-09-01,Taiwan,2804,"Hydrogen, Rare Gases, Silicon",True,15.33,imports
2021-09-01,United Kingdom,2804,"Hydrogen, Rare Gases, Silicon",True,32.99,imports
2021-09-01,Brazil,2804,"Hydrogen, Rare Gases, Silicon",True,26.71,imports
2021-09-01,France,2804,"Hydrogen, Rare Gases, Silicon",True,59.05,imports
2021-09-01,Italy,2804,"Hydrogen, Rare Gases, Silicon",True,51.05,imports
2021-09-01,Netherlands,2804,"Hydrogen, Rare Gases, Silicon",True,54.82,imports
2021-09-01,Thailand,2804,"Hydrogen, Rare Gases, Silicon",True,34.18,imports
2021-09-01,Malaysia,2804,"Hydrogen, Rare Gases, Silicon",True,18.53,imports
2021-09-01,Singapore,2804,"Hydrogen, Rare Gases, Silicon",True,36.65,imports
2021-09-01,Australia,2804,"Hydrogen, Rare Gases, Silicon",True,12.75,imports
2021-09-01,Saudi Arabia,2804,"Hydrogen, Rare Gases, Silicon",True,48.41,imports
2021-09-01,Switzerland,2804,"Hydrogen, Rare Gases, Silicon",True,45.6,imports
2021-09-01,China,8507,Electric Accumulators,True,3929.28,imports
2021-09-01,Mexico,8507,Electric Accumulators,True,122.76,imports
2021-09-01,Canada,8507,Electric Accumulators,True,238.9,imports
2021-09-01,Japan,8507,Electric Accumulators,True,3767.38,imports
2021-09-01,Germany,8507,Electric Accumulators,True,56.65,imports
2021-09-01,South Korea,8507,Electric Accumulators,True,5752.59,imports
2021-09-01,Vietnam,8507,Electric Accumulators,True,211.57,imports
2021-09-01,India,8507,Electric Accumulators,True,205.28,imports
2021-09-01,Taiwan,8507,Electric Accumulators,True,50.5,imports
2021-09-01,United Kingdom,8507,Electric Accumulators,True,119.06,imports
2021-09-01,Brazil,8507,Electric Accumulators,True,108.16,imports
2021-09-01,France,8507,Electric Accumulators,True,220.75,imports
2021-09-01,Italy,8507,Electric Accumulators,True,169.35,imports
2021-09-01,Netherlands,8507,Electric Accumulators,True,197.13,imports
2021-09-01,Thailand,8507,Electric Accumulators,True,136.59,imports
2021-09-01,Malaysia,8507,Electric Accumulators,True,87.13,imports
2021-09-01,Singapore,8507,Electric Accumulators,True,128.24,imports
2021-09-01,Australia,8507,Electric Accumulators,True,37.21,imports
2021-09-01,Saudi Arabia,8507,Electric Accumulators,True,179.49,imports
2021-09-01,Switzerland,8507,Electric Accumulators,True,143.73,imports
2021-09-01,China,9401,Seats,False,2078.34,imports
2021-09-01,Mexico,9401,Seats,False,1468.3,imports
2021-09-01,Canada,9401,Seats,False,2536.71,imports
2021-09-01,Japan,9401,Seats,False,2050.45,imports
2021-09-01,Germany,9401,Seats,False,458.17,imports
2021-09-01,South Korea,9401,Seats,False,2786.21,imports
2021-09-01,Vietnam,9401,Seats,False,1982.17,imports
2021-09-01,India,9401,Seats,False,1810.16,imports
2021-09-01,Taiwan,9401,Seats,False,668.32,imports
2021-09-01,United Kingdom,9401,Seats,False,1197.15,imports
2021-09-01,Brazil,9401,Seats,False,1283.44,imports
2021-09-01,France,9401,Seats,False,2131.84,imports
2021-09-01,Italy,9401,Seats,False,1962.04,imports
2021-09-01,Netherlands,9401,Seats,False,2339.88,imports
2021-09-01,Thailand,9401,Seats,False,1238.23,imports
2021-09-01,Malaysia,9401,Seats,False,922.47,imports
2021-09-01,Singapore,9401,Seats,False,1399.07,imports
2021-09-01,Australia,9401,Seats,False,439.2,imports
2021-09-01,Saudi Arabia,9401,Seats,False,2439.83,imports
2021-09-01,Switzerland,9401,Seats,False,1728.78,imports
2021-09-01,China,3901,Polymers of Ethylene,False,1143.27,imports
2021-09-01,Mexico,3901,Polymers of Ethylene,False,667.9,imports
2021-09-01,Canada,3901,Polymers of Ethylene,False,1246.19,imports
2021-09-01,Japan,3901,Polymers of Ethylene,False,1155.94,imports
2021-09-01,Germany,3901,Polymers of Ethylene,False,303.52,imports
2021-09-01,South Korea,3901,Polymers of Ethylene,False,1474.39,imports
2021-09-01,Vietnam,3901,Polymers of Ethylene,False,1109.17,imports
2021-09-01,India,3901,Polymers of Ethylene,False,1152.09,imports
2021-09-01,Taiwan,3901,Polymers of Ethylene,False,304.13,imports
2021-09-01,United Kingdom,3901,Polymers of Ethylene,False,691.2,imports
2021-09-01,Brazil,3901,Polymers of Ethylene,False,583.03,imports
2021-09-01,France,3901,Polymers of Ethylene,False,1449.13,imports
2021-09-01,Italy,3901,Polymers of Ethylene,False,980.02,imports
2021-09-01,Netherlands,3901,Polymers of Ethylene,False,1077.0,imports
2021-09-01,Thailand,3901,Polymers of Ethylene,False,728.84,imports
2021-09-01,Malaysia,3901,Polymers of Ethylene,False,452.55,imports
2021-09-01,Singapore,3901,Polymers of Ethylene,False,788.72,imports
2021-09-01,Australia,3901,Polymers of Ethylene,False,272.2,imports
2021-09-01,Saudi Arabia,3901,Polymers of Ethylene,False,1196.37,imports
2021-09-01,Switzerland,3901,Polymers of Ethylene,False,1047.64,imports
2021-09-01,China,6109,T-shirts & Singlets,False,2226.74,imports
2021-09-01,Mexico,6109,T-shirts & Singlets,False,1330.96,imports
2021-09-01,Canada,6109,T-shirts & Singlets,False,2102.5,imports
2021-09-01,Japan,6109,T-shirts & Singlets,False,1801.69,imports
2021-09-01,Germany,6109,T-shirts & Singlets,False,533.64,imports
2021-09-01,South Korea,6109,T-shirts & Singlets,False,2642.71,imports
2021-09-01,Vietnam,6109,T-shirts & Singlets,False,1970.51,imports
2021-09-01,India,6109,T-shirts & Singlets,False,1842.71,imports
2021-09-01,Taiwan,6109,T-shirts & Singlets,False,638.58,imports
2021-09-01,United Kingdom,6109,T-shirts & Singlets,False,1133.04,imports
